Posting Date,Document Type,Document No.,G/L Account No.,Description,Gen. Posting Type,Gen. Bus. Posting Group,Gen. Prod. Posting Group,Amount,Bal. Account Type,Bal. Account No.,Entry No.,Additional-Currency Amount,Department Code,FA Entry No.,FA Entry Type,G/L Account Name,IC Partner Code,Job No.,Project Code,Quantity,Reason Code,Reversed,Reversed by Entry No.,Reversed Entry No.,Source Code,User ID,VAT Amount
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,40.27,G/L Account,,1696,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8430,"Entries, September 2022",Purchase,NATIONAL,NO VAT,546.83,G/L Account,,1697,0.00,ADM,0, ,Travel,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8430,"Entries, September 2022",Purchase,NATIONAL,NO VAT,820.25,G/L Account,,1698,0.00,PROD,0, ,Travel,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8430,"Entries, September 2022",Purchase,NATIONAL,NO VAT,"1,367.09",G/L Account,,1699,0.00,SALES,0, ,Travel,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,5710,"Entries, September 2022", ,,,54.28,G/L Account,,1700,0.00,ADM,0, ,Fuel Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,5750,"Entries, September 2022", ,,,27.13,G/L Account,,1701,0.00,ADM,0, ,CO2 Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8510,"Entries, September 2022",Purchase,NATIONAL,MISC,79.61,G/L Account,,1702,0.00,ADM,0, ,Gasoline and Motor Oil,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,19.90
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,19.90,G/L Account,,1703,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,5710,"Entries, September 2022", ,,,81.41,G/L Account,,1704,0.00,PROD,0, ,Fuel Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,5750,"Entries, September 2022", ,,,40.71,G/L Account,,1705,0.00,PROD,0, ,CO2 Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8510,"Entries, September 2022",Purchase,NATIONAL,MISC,119.41,G/L Account,,1706,0.00,PROD,0, ,Gasoline and Motor Oil,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,29.85
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,29.85,G/L Account,,1707,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,5710,"Entries, September 2022", ,,,135.69,G/L Account,,1708,0.00,SALES,0, ,Fuel Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,5750,"Entries, September 2022", ,,,67.85,G/L Account,,1709,0.00,SALES,0, ,CO2 Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8510,"Entries, September 2022",Purchase,NATIONAL,MISC,199.02,G/L Account,,1710,0.00,SALES,0, ,Gasoline and Motor Oil,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,49.75
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,49.75,G/L Account,,1711,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8530,"Entries, September 2022",Purchase,NATIONAL,MISC,42.96,G/L Account,,1712,0.00,ADM,0, ,Repairs and Maintenance,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,10.74
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,10.74,G/L Account,,1713,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8530,"Entries, September 2022",Purchase,NATIONAL,MISC,64.44,G/L Account,,1714,0.00,PROD,0, ,Repairs and Maintenance,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,16.11
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,16.11,G/L Account,,1715,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8530,"Entries, September 2022",Purchase,NATIONAL,MISC,107.40,G/L Account,,1716,0.00,SALES,0, ,Repairs and Maintenance,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,26.85
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,26.85,G/L Account,,1717,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8610,"Entries, September 2022", ,,,5.84,G/L Account,,1718,0.00,ADM,0, ,Cash Discrepancies,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8610,"Entries, September 2022", ,,,8.76,G/L Account,,1719,0.00,PROD,0, ,Cash Discrepancies,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8610,"Entries, September 2022", ,,,14.60,G/L Account,,1720,0.00,SALES,0, ,Cash Discrepancies,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8640,"Entries, September 2022",Purchase,NATIONAL,MISC,104.42,G/L Account,,1721,0.00,ADM,0, ,Miscellaneous,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,26.11
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,26.11,G/L Account,,1722,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8640,"Entries, September 2022",Purchase,NATIONAL,MISC,156.62,G/L Account,,1723,0.00,PROD,0, ,Miscellaneous,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,39.16
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,39.16,G/L Account,,1724,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8640,"Entries, September 2022",Purchase,NATIONAL,MISC,261.05,G/L Account,,1725,0.00,SALES,0, ,Miscellaneous,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,65.26
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,65.26,G/L Account,,1726,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8710,"Entries, September 2022", ,,,"19,746.72",G/L Account,,1727,0.00,ADM,0, ,Wages,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8710,"Entries, September 2022", ,,,"29,620.09",G/L Account,,1728,0.00,PROD,0, ,Wages,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8710,"Entries, September 2022", ,,,"49,366.81",G/L Account,,1729,0.00,SALES,0, ,Wages,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8720,"Entries, September 2022", ,,,"6,387.79",G/L Account,,1730,0.00,ADM,0, ,Salaries,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8720,"Entries, September 2022", ,,,"9,581.69",G/L Account,,1731,0.00,PROD,0, ,Salaries,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8720,"Entries, September 2022", ,,,"15,969.48",G/L Account,,1732,0.00,SALES,0, ,Salaries,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8730,"Entries, September 2022", ,,,127.76,G/L Account,,1733,0.00,ADM,0, ,Retirement Plan Contributions,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8730,"Entries, September 2022", ,,,191.63,G/L Account,,1734,0.00,PROD,0, ,Retirement Plan Contributions,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8730,"Entries, September 2022", ,,,319.39,G/L Account,,1735,0.00,SALES,0, ,Retirement Plan Contributions,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8740,"Entries, September 2022", ,,,"8,263.67",G/L Account,,1736,0.00,ADM,0, ,Vacation Compensation,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8740,"Entries, September 2022", ,,,"12,395.51",G/L Account,,1737,0.00,PROD,0, ,Vacation Compensation,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8740,"Entries, September 2022", ,,,"20,659.18",G/L Account,,1738,0.00,SALES,0, ,Vacation Compensation,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8910,"Entries, September 2022",Purchase,NATIONAL,MISC,133.04,G/L Account,,1739,0.00,ADM,0, ,Other Costs of Operations,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,33.26
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,33.26,G/L Account,,1740,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,7250,"Entries, September 2022",Purchase,NATIONAL,MISC,199.55,G/L Account,,1741,0.00,PROD,0, ,"Delivery Expenses, Raw Mat.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,49.89
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,49.89,G/L Account,,1742,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,8450,"Entries, September 2022",Purchase,NATIONAL,MISC,332.59,G/L Account,,1743,0.00,SALES,0, ,Delivery Expenses,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,83.15
01/09/2022, ,2022-9,5630,"Entries, September 2022", ,,,83.15,G/L Account,,1744,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9210,"Entries, September 2022", ,,,"2,263.16",G/L Account,,1745,0.00,ADM,0, ,Interest on Revolving Credit,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9210,"Entries, September 2022", ,,,"3,394.75",G/L Account,,1746,0.00,PROD,0, ,Interest on Revolving Credit,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9210,"Entries, September 2022", ,,,"5,657.91",G/L Account,,1747,0.00,SALES,0, ,Interest on Revolving Credit,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9230,"Entries, September 2022", ,,,"3,473.13",G/L Account,,1748,0.00,ADM,0, ,Mortgage Interest,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9230,"Entries, September 2022", ,,,"5,209.68",G/L Account,,1749,0.00,PROD,0, ,Mortgage Interest,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9230,"Entries, September 2022", ,,,"8,682.81",G/L Account,,1750,0.00,SALES,0, ,Mortgage Interest,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9220,"Entries, September 2022", ,,,145.07,G/L Account,,1751,0.00,ADM,0, ,Interest on Bank Loans,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9220,"Entries, September 2022", ,,,217.60,G/L Account,,1752,0.00,PROD,0, ,Interest on Bank Loans,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9220,"Entries, September 2022", ,,,362.67,G/L Account,,1753,0.00,SALES,0, ,Interest on Bank Loans,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9240,"Entries, September 2022", ,,,"1,576.41",G/L Account,,1754,0.00,ADM,0, ,Finance Charges to Vendors,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9240,"Entries, September 2022", ,,,"2,364.61",G/L Account,,1755,0.00,PROD,0, ,Finance Charges to Vendors,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9240,"Entries, September 2022", ,,,"3,941.02",G/L Account,,1756,0.00,SALES,0, ,Finance Charges to Vendors,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9250,"Entries, September 2022", ,,,46.86,G/L Account,,1757,0.00,ADM,0, ,Payment Discounts Granted,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9250,"Entries, September 2022", ,,,70.29,G/L Account,,1758,0.00,PROD,0, ,Payment Discounts Granted,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9250,"Entries, September 2022", ,,,117.16,G/L Account,,1759,0.00,SALES,0, ,Payment Discounts Granted,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9310,"Entries, September 2022", ,,,-13.51,G/L Account,,1760,0.00,ADM,0, ,Unrealized FX Gains,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9310,"Entries, September 2022", ,,,-20.25,G/L Account,,1761,0.00,PROD,0, ,Unrealized FX Gains,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,9310,"Entries, September 2022", ,,,-33.76,G/L Account,,1762,0.00,SALES,0, ,Unrealized FX Gains,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,5310,"Entries, September 2022", ,,,"-269,663.29",G/L Account,,1763,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,2310,"Entries, September 2022", ,,,"-353,343.24",G/L Account,,1764,0.00,,0, ,Customers Domestic,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,2320,"Entries, September 2022", ,,,"-76,263.77",G/L Account,,1765,0.00,,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,5410,"Entries, September 2022", ,,,"255,459.97",G/L Account,,1766,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,5420,"Entries, September 2022", ,,,"37,145.01",G/L Account,,1767,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/09/2022, ,2022-9,5310,"Entries, September 2022", ,,,"137,002.03",G/L Account,,1768,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,1340,Depreciation September 2022, ,,,-500.00,G/L Account,,1769,0.00,ADM,57,Fixed Asset,"Accum. Depreciation, Vehicles",,,MERCEDES,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,8830,Depreciation September 2022, ,,,500.00,G/L Account,,1770,0.00,ADM,0, ,"Depreciation, Vehicles",,,MERCEDES,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,1340,Depreciation September 2022, ,,,-700.00,G/L Account,,1771,0.00,SALES,58,Fixed Asset,"Accum. Depreciation, Vehicles",,,TOYOTA,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,8830,Depreciation September 2022, ,,,700.00,G/L Account,,1772,0.00,SALES,0, ,"Depreciation, Vehicles",,,TOYOTA,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,1340,Depreciation September 2022, ,,,-250.00,G/L Account,,1773,0.00,PROD,59,Fixed Asset,"Accum. Depreciation, Vehicles",,,VW,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,8830,Depreciation September 2022, ,,,250.00,G/L Account,,1774,0.00,PROD,0, ,"Depreciation, Vehicles",,,VW,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,1240,Depreciation September 2022, ,,,-55.00,G/L Account,,1775,0.00,PROD,60,Fixed Asset,"Accum. Depr., Oper. Equip.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,8820,Depreciation September 2022, ,,,55.00,G/L Account,,1776,0.00,PROD,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,1240,Depreciation September 2022, ,,,-47.00,G/L Account,,1777,0.00,PROD,61,Fixed Asset,"Accum. Depr., Oper. Equip.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,8820,Depreciation September 2022, ,,,47.00,G/L Account,,1778,0.00,PROD,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,1240,Depreciation September 2022, ,,,-63.00,G/L Account,,1779,0.00,PROD,62,Fixed Asset,"Accum. Depr., Oper. Equip.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,8820,Depreciation September 2022, ,,,63.00,G/L Account,,1780,0.00,PROD,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,1240,Depreciation September 2022, ,,,-40.00,G/L Account,,1781,0.00,PROD,63,Fixed Asset,"Accum. Depr., Oper. Equip.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,8820,Depreciation September 2022, ,,,40.00,G/L Account,,1782,0.00,PROD,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,1240,Depreciation September 2022, ,,,-85.00,G/L Account,,1783,0.00,ADM,64,Fixed Asset,"Accum. Depr., Oper. Equip.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,8820,Depreciation September 2022, ,,,26.00,G/L Account,,1784,0.00,ADM,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,8820,Depreciation September 2022, ,,,17.00,G/L Account,,1785,0.00,PROD,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
30/09/2022, ,D2022090001,8820,Depreciation September 2022, ,,,42.00,G/L Account,,1786,0.00,SALES,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,6210,"Entries, October 2022",Sale,NATIONAL,RAW MAT,"-444,184.75",G/L Account,,1787,0.00,SALES,0, ,"Sales, Raw Materials - Dom.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,"-111,046.19"
01/10/2022, ,2022-10,5610,"Entries, October 2022", ,,,"-111,046.19",G/L Account,,1788,0.00,SALES,0, ,Sales VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,2310,"Entries, October 2022", ,,,"555,230.94",G/L Account,,1789,0.00,,0, ,Customers Domestic,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,6230,"Entries, October 2022",Sale,EXPORT,RAW MAT,"-186,381.90",G/L Account,,1790,0.00,SALES,0, ,"Sales, Raw Materials - Export",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,2320,"Entries, October 2022", ,,,"186,381.90",G/L Account,,1791,0.00,,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,6110,"Entries, October 2022",Sale,NATIONAL,RETAIL,"-68,940.90",G/L Account,,1792,0.00,SALES,0, ,"Sales, Retail - Dom.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,"-17,235.22"
01/10/2022, ,2022-10,5610,"Entries, October 2022", ,,,"-17,235.22",G/L Account,,1793,0.00,SALES,0, ,Sales VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,2310,"Entries, October 2022", ,,,"86,176.12",G/L Account,,1794,0.00,,0, ,Customers Domestic,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,6120,"Entries, October 2022",Sale,EU,RETAIL,"-7,183.23",G/L Account,,1795,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,2320,"Entries, October 2022", ,,,"7,183.23",G/L Account,,1796,0.00,,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,6130,"Entries, October 2022",Sale,EXPORT,RETAIL,"-10,084.92",G/L Account,,1797,0.00,SALES,0, ,"Sales, Retail - Export",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,2320,"Entries, October 2022", ,,,"10,084.92",G/L Account,,1798,0.00,,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,7210,"Entries, October 2022",Purchase,NATIONAL,RAW MAT,"166,023.94",G/L Account,,1799,0.00,SALES,0, ,"Purch., Raw Materials - Dom.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,"41,505.98"
01/10/2022, ,2022-10,5630,"Entries, October 2022", ,,,"41,505.98",G/L Account,,1800,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,5410,"Entries, October 2022", ,,,"-207,529.92",G/L Account,,1801,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,7230,"Entries, October 2022",Purchase,EXPORT,RAW MAT,"71,120.30",G/L Account,,1802,0.00,SALES,0, ,"Purch., Raw Materials - Export",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,5420,"Entries, October 2022", ,,,"-71,120.30",G/L Account,,1803,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,7110,"Entries, October 2022",Purchase,NATIONAL,RETAIL,"55,283.19",G/L Account,,1804,0.00,SALES,0, ,"Purch., Retail - Dom.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,"13,820.80"
01/10/2022, ,2022-10,5630,"Entries, October 2022", ,,,"13,820.80",G/L Account,,1805,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,5410,"Entries, October 2022", ,,,"-69,103.99",G/L Account,,1806,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,7120,"Entries, October 2022",Purchase,EU,RETAIL,"3,880.05",G/L Account,,1807,0.00,SALES,0, ,"Purch., Retail - EU",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,970.01
01/10/2022, ,2022-10,5630,"Entries, October 2022", ,,,970.01,G/L Account,,1808,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,5620,"Entries, October 2022", ,,,-970.01,G/L Account,,1809,0.00,SALES,0, ,Purchase VAT 25 % EU,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,5420,"Entries, October 2022", ,,,"-3,880.05",G/L Account,,1810,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,7130,"Entries, October 2022",Purchase,EXPORT,RETAIL,"3,516.58",G/L Account,,1811,0.00,SALES,0, ,"Purch., Retail - Export",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,5420,"Entries, October 2022", ,,,"-3,516.58",G/L Account,,1812,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,6710,"Entries, October 2022",Sale,NATIONAL,SERVICES,"-18,384.32",G/L Account,,1813,0.00,SALES,0, ,Consulting Fees - Dom.,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,"-1,838.43"
01/10/2022, ,2022-10,5611,"Entries, October 2022", ,,,"-1,838.43",G/L Account,,1814,0.00,SALES,0, ,Sales VAT 10 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,6810,"Entries, October 2022",Sale,NATIONAL,MISC,-149.50,G/L Account,,1815,0.00,SALES,0, ,Fees and Charges Rec. - Dom.,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,-37.38
01/10/2022, ,2022-10,5610,"Entries, October 2022", ,,,-37.38,G/L Account,,1816,0.00,SALES,0, ,Sales VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,6910,"Entries, October 2022", ,,,"3,858.25",G/L Account,,1817,0.00,SALES,0, ,Discount Granted,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,7140,"Entries, October 2022", ,,,-682.00,G/L Account,,1818,0.00,SALES,0, ,"Disc. Received, Retail",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,7240,"Entries, October 2022", ,,,"-1,829.20",G/L Account,,1819,0.00,SALES,0, ,"Disc. Received, Raw Materials",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/10/2022, ,2022-10,8130,"Entries, October 2022",Purchase,NATIONAL,MISC,"1,538.62",G/L Account,,1820,0.00,ADM,0, ,Repairs and Maintenance,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,384.65
01/10/2022, ,2022-10,5630,"Entries, October 2022", ,,,384.65,G/L Account,,1821,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
